Distance,E,N,Elev
0.0,506662.97315160156,-1349785.096108156,2085.208984375
499.99999999998903,506165.5866943912,-1349836.152079244,2081.30078125
999.9999999999727,506662.97315160086,-1349785.0961081493,2085.208984375
1500.00000000002,506165.5866943891,-1349836.1520792241,2081.30078125
2000.0000000000869,506662.97315159335,-1349785.096108076,2085.208984375
2500.0000000001414,506165.586694367,-1349836.1520790085,2081.30078125
3000.0000000001673,506662.9731515123,-1349785.0961072869,2085.208984375
3500.000000000151,506165.5866941285,-1349836.1520766849,2081.30078125
4000.0000000001232,506662.9731506388,-1349785.0960987771,2085.208984375
4500.000000000125,506165.5866915569,-1349836.1520516325,2081.30078125
5000.000000000105,506662.9731412207,-1349785.0960070263,2085.208984375
5500.000000000088,506165.5866638303,-1349836.1517815203,2081.30078125
6000.000000000123,506662.9730396753,-1349785.0950177778,2085.208984375
6500.000000000144,506165.58636489214,-1349836.1488692309,2081.30078125
7000.00000000014,506662.97194478405,-1349785.0843520435,2085.208984375
7500.000000000161,506165.5831426423,-1349836.1174736803,2081.30078125
8000.000000000188,506662.9601355121,-1349784.969385116,2085.208984375
8500.000000000204,506165.54850211105,-1349835.779491958,2081.30078125
9000.000000000216,506662.8323181064,-1349783.7332975809,2085.208984375
9500.00000000023,506165.18630339735,-1349832.1940450394,2081.30078125
10000.00000000027,506661.4002731949,-1349770.779908411,2085.208984375
10500.00000000032,506162.1739081424,-1349798.5834412172,2081.541015625
11000.000000000386,506644.9965895592,-1349668.6516964065,2084.33203125
11500.000000000364,506159.5659159475,-1349548.8307419918,2082.3203125
12000.000000000424,506508.4578433923,-1349190.6765531793,2082.388671875
12500.000000000457,506008.7035539434,-1349175.0033219408,2080.36328125
13000.000000000415,506301.7647912968,-1348769.8920888691,2079.5546875
13500.000000000431,505840.8371641872,-1348576.1249023613,2078.15625
14000.000000000493,506280.7575604516,-1348338.490635155,2078.01953125
14500.00000000048,505883.35383952636,-1348035.059782085,2077.376953125
15000.00000000048,506362.5078348504,-1347892.1911404417,2075.78125
15500.000000000504,506862.4631402991,-1347885.5058914751,2069.58984375
16000.000000000486,507362.1707950493,-1347902.601498631,2059.1953125
16500.00000000046,507854.2141450169,-1347991.445979341,2044.255859375
17000.000000000506,508342.43540143827,-1348099.33483316,2036.248046875
17500.000000000484,508835.58113612357,-1348181.8411017805,2029.806640625
18000.00000000047,509295.7085705791,-1348377.5008678576,2025.8046875
18500.000000000473,509710.6753212011,-1348656.4320347756,2017.09375
19000.00000000048,510022.1137394439,-1349047.5919913694,2009.0859375
19500.000000000517,510053.24213856325,-1349546.6220733968,2003.068359375
20000.000000000466,510057.1264881479,-1350046.6069849974,1993.13671875
20500.00000000062,510092.31171191373,-1350545.3674485756,1981.203125
21000.000000000524,510238.84996165114,-1351023.411945839,1971.7265625
21500.00000000055,510474.3052234167,-1351464.502435089,1967.03125
22000.000000000487,510427.5463522414,-1351962.311241727,1965.302734375
22500.000000000517,510128.10709174606,-1352362.7311828814,1963.0625
23000.000000000506,509867.5807560429,-1352789.4934450428,1957.595703125
23500.000000000648,509723.99827837327,-1353268.4340176678,1949.443359375
24000.000000000684,509228.46405162255,-1353201.7569592549,1949.802734375
24500.000000000637,509450.0,-1353650.0,1939.740234375
25000.00000000059,509671.53594837745,-1354098.2430407451,1926.767578125
25500.000000000604,509424.78291685163,-1354533.1142187195,1898.58203125
26000.00000000062,509124.8707898011,-1354933.1801083528,1867.326171875
26500.000000000673,508764.90275389113,-1355280.2002995855,1874.763671875
27000.000000000644,509212.9301688027,-1355058.2285998405,1868.892578125
27500.000000000593,508794.37304987997,-1355331.742654688,1879.076171875
28000.000000000586,509226.9986162927,-1355081.0733121547,1868.892578125
28500.000000000648,508800.0205680151,-1355341.2458439276,1871.041015625
29000.000000000735,509229.5737945112,-1355085.3473765487,1868.892578125
29500.000000000713,508801.0790845698,-1355343.0143778357,1871.041015625
30000.000000000706,509230.0545029409,-1355086.1484781266,1868.892578125
30500.000000000757,508801.277368751,-1355343.3452300422,1871.041015625
31000.000000000753,509230.1444969823,-1355086.2985682809,1868.892578125
31500.000000000793,508801.31451288285,-1355343.407192674,1871.041015625
32000.000000000844,509230.1613535838,-1355086.3266853988,1868.892578125
32500.000000000826,508801.32147107786,-1355343.4187995763,1871.041015625
33000.00000000085,509230.1645112622,-1355086.3319526054,1868.892578125
33500.00000000089,508801.3227745563,-1355343.4209738784,1871.041015625
34000.000000000844,509230.16510278784,-1355086.3329393126,1868.892578125
34500.00000000082,508801.3230187369,-1355343.4213811897,1871.041015625
35000.000000000844,509230.1652135983,-1355086.3331241524,1868.892578125
35500.00000000086,508801.3230644793,-1355343.4214574913,1871.041015625
