Distance,E,N,Elev
0.0,506241.7048358945,-1349828.6209884584,2014.1039949123542
500.00000000003865,506738.78921814985,-1349774.703301955,2007.3529696764256
1000.0000000000773,506241.7048358945,-1349828.6209884584,2014.1039949123542
1500.000000000116,506738.78921814985,-1349774.703301955,2007.3529696764256
2000.0000000001546,506241.7048358945,-1349828.6209884584,2014.1039949123542
2500.0000000001933,506738.78921814985,-1349774.703301955,2007.3529696764256
3000.000000000232,506241.7048358945,-1349828.6209884584,2014.1039949123542
3500.0000000002706,506738.78921814985,-1349774.703301955,2007.3529696764256
4000.0000000003092,506241.7048358945,-1349828.6209884584,2014.1039949123542
4500.000000000347,506738.78921814985,-1349774.703301955,2007.3529696764256
5000.000000000386,506241.7048358945,-1349828.6209884584,2014.1039949123542
5500.000000000424,506738.78921814985,-1349774.703301955,2007.3529696764256
6000.000000000462,506241.7048358945,-1349828.6209884584,2014.1039949123542
6500.0000000005,506738.78921814985,-1349774.703301955,2007.3529696764256
7000.000000000538,506241.7048358945,-1349828.6209884584,2014.1039949123542
7500.000000000577,506738.78921814985,-1349774.703301955,2007.3529696764256
8000.000000000615,506241.7048358945,-1349828.6209884584,2014.1039949123542
8500.000000000653,506738.78921814985,-1349774.703301955,2007.3529696764256
9000.000000000691,506241.7048358945,-1349828.6209884584,2014.1039949123542
9500.00000000073,506738.78921814985,-1349774.703301955,2007.3529696764256
10000.000000000768,506241.7048358945,-1349828.6209884584,2014.1039949123542
10500.000000000806,506738.78921814985,-1349774.703301955,2007.3529696764256
11000.000000000844,506241.7048358945,-1349828.6209884584,2014.1039949123542
11500.000000000908,506738.78921814985,-1349774.7033019548,2007.3529696764256
12000.000000000966,506241.70483589475,-1349828.6209884605,2014.1039949123542
12500.000000001028,506738.78921815025,-1349774.7033019585,2007.3529696764256
13000.00000000105,506241.7048358882,-1349828.6209883995,2014.1039949123542
13500.000000001024,506738.78921813844,-1349774.70330185,2007.3529696764256
14000.000000000984,506241.70483607677,-1349828.620990138,2014.1039949123542
14500.000000000966,506738.7892184743,-1349774.7033049462,2007.3529696764256
15000.000000000957,506241.70483069494,-1349828.6209405214,2014.1039949123542
15500.000000000902,506738.7892088901,-1349774.703216587,2007.3529696764256
16000.000000000877,506241.7049842864,-1349828.6223565105,2014.1039949123542
16500.00000000092,506738.7894824089,-1349774.7057382343,2007.3529696764256
17000.000000000935,506241.70059955877,-1349828.5819161502,2014.1039949123542
17500.00000000092,506738.7816715757,-1349774.633720235,2007.3529696764256
18000.000000000924,506241.82468826696,-1349829.7132694407,2014.1039949123542
18500.000000000946,506739.0008192597,-1349776.6482642947,2007.3529696764256
19000.000000000953,506247.3374239991,-1349867.571890272,2014.1039949123542
19500.000000000982,506729.0106514596,-1350001.7020581977,2019.3318742122322
20000.00000000097,507162.05000829644,-1350251.6558847944,1999.363508741256
20500.000000000997,507660.2417136798,-1350209.1703026842,1966.6133067652192
21000.00000000111,507511.94999021746,-1350686.6737736168,2014.883228635535
21500.000000001102,507939.5337390899,-1350427.4978918296,1963.6879824924947
22000.000000001066,508429.0078363127,-1350529.5523290085,1896.248281913106
22500.000000001102,508814.43313724163,-1350848.0603154136,1843.7411812732973
23000.00000000124,508986.9056469196,-1351317.3717614764,1857.3215593903842
23500.000000001215,508866.6230883014,-1351802.6882624242,1706.7687440733162
24000.000000001157,508545.92481478147,-1352186.2930295495,1715.8185797676783
24500.000000001164,508050.0,-1352250.0,1783.0817017258091
