Distance,E,N,Elev
0.0,506241.7048358945,-1349828.6209884584,2086.986328125
500.00000000003865,506738.78921814985,-1349774.703301955,2077.94140625
1000.0000000000773,506241.7048358945,-1349828.6209884584,2086.986328125
1500.000000000116,506738.78921814985,-1349774.703301955,2077.94140625
2000.0000000001546,506241.7048358945,-1349828.6209884584,2086.986328125
2500.0000000001933,506738.78921814985,-1349774.703301955,2077.94140625
3000.000000000232,506241.7048358945,-1349828.6209884584,2086.986328125
3500.0000000002706,506738.78921814985,-1349774.703301955,2077.94140625
4000.0000000003092,506241.7048358945,-1349828.6209884584,2086.986328125
4500.000000000347,506738.78921814985,-1349774.703301955,2077.94140625
5000.000000000386,506241.7048358945,-1349828.6209884584,2086.986328125
5500.000000000424,506738.78921814985,-1349774.703301955,2077.94140625
6000.000000000462,506241.7048358945,-1349828.6209884584,2086.986328125
6500.0000000005,506738.78921814985,-1349774.703301955,2077.94140625
7000.000000000538,506241.7048358945,-1349828.6209884584,2086.986328125
7500.000000000577,506738.78921814985,-1349774.703301955,2077.94140625
8000.000000000615,506241.7048358945,-1349828.6209884584,2086.986328125
8500.000000000653,506738.78921814985,-1349774.703301955,2077.94140625
9000.000000000691,506241.7048358945,-1349828.6209884584,2086.986328125
9500.00000000073,506738.78921814985,-1349774.703301955,2077.94140625
10000.000000000768,506241.7048358945,-1349828.6209884584,2086.986328125
10500.000000000806,506738.78921814985,-1349774.703301955,2077.94140625
11000.000000000844,506241.7048358945,-1349828.6209884584,2086.986328125
11500.000000000908,506738.78921814985,-1349774.7033019548,2077.94140625
12000.000000000966,506241.70483589475,-1349828.6209884605,2086.986328125
12500.000000001028,506738.78921815025,-1349774.7033019585,2077.94140625
13000.00000000105,506241.7048358882,-1349828.6209883995,2086.986328125
13500.000000001024,506738.78921813844,-1349774.70330185,2077.94140625
14000.000000000984,506241.70483607677,-1349828.620990138,2086.986328125
14500.000000000966,506738.7892184743,-1349774.7033049462,2077.94140625
15000.000000000957,506241.70483069494,-1349828.6209405214,2086.986328125
15500.000000000902,506738.7892088901,-1349774.703216587,2077.94140625
16000.000000000877,506241.7049842864,-1349828.6223565105,2086.986328125
16500.00000000092,506738.7894824089,-1349774.7057382343,2077.94140625
17000.000000000935,506241.70059955877,-1349828.5819161502,2086.986328125
17500.00000000092,506738.7816715757,-1349774.633720235,2077.94140625
18000.000000000924,506241.82468826696,-1349829.7132694407,2086.986328125
18500.000000000946,506739.0008192597,-1349776.6482642947,2077.94140625
19000.000000000953,506247.3374239991,-1349867.571890272,2086.986328125
19500.000000000982,506729.0106514596,-1350001.7020581977,2077.46484375
20000.00000000097,507162.05000829644,-1350251.6558847944,2084.53125
20500.000000000997,507660.2417136798,-1350209.1703026842,2045.8671875
21000.00000000111,507511.94999021746,-1350686.6737736168,2051.05078125
21500.000000001102,507939.5337390899,-1350427.4978918296,2043.30859375
22000.000000001066,508429.0078363127,-1350529.5523290085,2008.03125
22500.000000001102,508814.43313724163,-1350848.0603154136,1985.3359375
23000.00000000124,508986.9056469196,-1351317.3717614764,1971.40625
23500.000000001215,508866.6230883014,-1351802.6882624242,1958.14453125
24000.000000001157,508545.92481478147,-1352186.2930295495,1940.619140625
24500.000000001164,508050.0,-1352250.0,1875.693359375
