Distance,E,N,Elev
14813.9821,512355.254,-1344392.708,1331.834616
14917.33999,512335.2761,-1344291.299,1334.148307
15020.69788,512315.2983,-1344189.89,1337.570904
15124.05577,512295.3204,-1344088.481,1352.203104
15227.41366,512275.3425,-1343987.073,1355.774273
15330.77155,512255.3647,-1343885.664,1359.345312
15434.12944,512235.3868,-1343784.255,1362.916491
15537.48733,512215.4089,-1343682.846,1366.723738
15640.84522,512195.4311,-1343581.438,1380.989
15744.20311,512175.4532,-1343480.029,1384.602678
15847.561,512155.4753,-1343378.62,1388.216364
15950.91889,512135.4975,-1343277.211,1391.83005
16054.27677,512115.5196,-1343175.803,1396.427401
16157.63466,512095.5417,-1343074.394,1410.297104
16260.99255,512075.5639,-1342972.985,1414.866854
16364.35044,512055.586,-1342871.576,1419.436466
16467.70833,512035.6081,-1342770.167,1424.006075
16571.06622,512015.6303,-1342668.759,1429.701638
16674.42411,511995.6524,-1342567.35,1443.992025
16777.782,511975.6745,-1342465.941,1449.800765
16881.13989,511955.6967,-1342364.532,1455.609505
16984.49778,511935.7188,-1342263.124,1461.418089
17087.85567,511915.7409,-1342161.715,1467.379847
17191.21356,511895.763,-1342060.306,1481.482051
17294.57145,511875.7852,-1341958.897,1487.447362
17397.92933,511855.8073,-1341857.489,1493.412525
17501.28722,511835.8294,-1341756.08,1499.377697
17604.64511,511815.8516,-1341654.671,1503.838096
17708.003,511795.8737,-1341553.262,1515.807495
17811.36089,511775.8958,-1341451.853,1519.846221
17914.71878,511755.918,-1341350.445,1523.884948
18018.07667,511735.9401,-1341249.036,1527.923682
18148.84097,511651.9094,-1341148.845,1537.529149
18279.60527,511567.8786,-1341048.655,1546.134413
18410.36957,511483.8479,-1340948.464,1554.42661
18541.13387,511399.8171,-1340848.274,1562.405731
18671.89817,511315.7864,-1340748.083,1564.093884
18802.66247,511231.7556,-1340647.893,1571.599967
18933.42677,511147.7249,-1340547.702,1578.432701
19064.19107,511063.6942,-1340447.512,1584.507184
19194.95537,510979.6634,-1340347.321,1590.394905
19325.71967,510895.6327,-1340247.131,1596.096029
19456.48397,510811.6019,-1340146.94,1595.807935
19587.24827,510727.5712,-1340046.75,1599.467985
19718.01257,510643.5405,-1339946.559,1602.307029
19848.77687,510559.5097,-1339846.369,1603.999541
19979.54117,510475.479,-1339746.178,1605.528807
20110.30547,510391.4482,-1339645.988,1604.425872
20241.06977,510307.4175,-1339545.797,1600.256602
20371.83407,510223.3867,-1339445.607,1598.639224
20502.59837,510139.356,-1339345.416,1597.190715
20633.36267,510055.3253,-1339245.226,1596.005381
20764.12697,509971.2945,-1339145.035,1592.154364
20868.86646,509868.1306,-1339126.937,1595.299968
20973.60595,509764.9667,-1339108.838,1598.445722
21078.34544,509661.8028,-1339090.739,1595.734215
21183.08493,509558.6389,-1339072.64,1601.105251
21287.82442,509455.475,-1339054.541,1606.476323
21392.56391,509352.3111,-1339036.442,1611.847599
21497.30339,509249.1472,-1339018.343,1617.218777
21602.04288,509145.9833,-1339000.244,1623.548767
21706.78237,509042.8194,-1338982.145,1626.100769
21811.52186,508939.6555,-1338964.046,1634.373957
21916.26135,508836.4917,-1338945.947,1642.647289
22021.00084,508733.3278,-1338927.848,1650.920789
22125.74033,508630.1639,-1338909.749,1659.598646
22230.47982,508527,-1338891.65,1663.428241
22335.21931,508423.8361,-1338873.552,1673.041688
22446.33028,508322.1335,-1338918.298,1688.355792
22557.44125,508220.4309,-1338963.044,1697.941966
22668.55222,508118.7283,-1339007.79,1713.203849
22779.66319,508017.0258,-1339052.537,1722.869046
22890.77415,507915.3232,-1339097.283,1732.534586
23001.88512,507813.6206,-1339142.029,1747.901133
23112.99609,507711.918,-1339186.776,1757.582068
23224.10706,507610.2155,-1339231.522,1772.357062
23335.21803,507508.5129,-1339276.268,1781.101497
23446.32899,507406.8103,-1339321.015,1793.820711
23557.43996,507305.1077,-1339365.761,1802.573166
23668.55093,507203.4052,-1339410.507,1815.314552
23779.6619,507101.7026,-1339455.254,1831.073848
23890.77287,507000,-1339500,1838.426499
