Distance,E,N,Elev
18024.38068,511735.9401,-1341249.036,1527.923682
18155.14498,511651.9094,-1341148.845,1537.529149
18285.90928,511567.8786,-1341048.655,1546.134413
18416.67358,511483.8479,-1340948.464,1554.42661
18547.43787,511399.8171,-1340848.274,1562.405731
18678.20217,511315.7864,-1340748.083,1564.093884
18808.96647,511231.7556,-1340647.893,1571.599967
18939.73077,511147.7249,-1340547.702,1578.432701
19070.49507,511063.6942,-1340447.512,1584.507184
19201.25937,510979.6634,-1340347.321,1590.394905
19332.02367,510895.6327,-1340247.131,1596.096029
19462.78797,510811.6019,-1340146.94,1595.807935
19593.55227,510727.5712,-1340046.75,1599.467985
19724.31657,510643.5405,-1339946.559,1602.307029
19855.08087,510559.5097,-1339846.369,1603.999541
19985.84517,510475.479,-1339746.178,1605.528807
20116.60947,510391.4482,-1339645.988,1604.425872
20247.37377,510307.4175,-1339545.797,1600.256602
20378.13807,510223.3867,-1339445.607,1598.639224
20508.90237,510139.356,-1339345.416,1597.190715
20639.66667,510055.3253,-1339245.226,1596.005381
20770.43097,509971.2945,-1339145.035,1592.154364
20875.17046,509868.1306,-1339126.937,1595.299968
20979.90995,509764.9667,-1339108.838,1598.445722
21084.64944,509661.8028,-1339090.739,1595.734215
21189.38893,509558.6389,-1339072.64,1601.105251
21294.12842,509455.475,-1339054.541,1606.476323
21398.86791,509352.3111,-1339036.442,1611.847599
21503.6074,509249.1472,-1339018.343,1617.218777
21608.34689,509145.9833,-1339000.244,1623.548767
21713.08638,509042.8194,-1338982.145,1626.100769
21817.82587,508939.6555,-1338964.046,1634.373957
21922.56536,508836.4917,-1338945.947,1642.647289
22027.30485,508733.3278,-1338927.848,1650.920789
22132.04434,508630.1639,-1338909.749,1659.598646
22236.78383,508527,-1338891.65,1663.428241
22341.52332,508423.8361,-1338873.552,1673.041688
22452.63429,508322.1335,-1338918.298,1688.355792
22563.74525,508220.4309,-1338963.044,1697.941966
22674.85622,508118.7283,-1339007.79,1713.203849
22785.96719,508017.0258,-1339052.537,1722.869046
22897.07816,507915.3232,-1339097.283,1732.534586
23008.18913,507813.6206,-1339142.029,1747.901133
23119.3001,507711.918,-1339186.776,1757.582068
23230.41106,507610.2155,-1339231.522,1772.357062
23341.52203,507508.5129,-1339276.268,1781.101497
23452.633,507406.8103,-1339321.015,1793.820711
23563.74397,507305.1077,-1339365.761,1802.573166
23674.85494,507203.4052,-1339410.507,1815.314552
23785.9659,507101.7026,-1339455.254,1831.073848
23897.07687,507000,-1339500,1838.426499
