Distance,E,N,Elev
14051.64417,514022.8491,-1346378.32,1099.827639
14153.12003,514014.0875,-1346277.223,1101.918873
14254.59589,514005.326,-1346176.126,1116.422508
14356.07176,513996.5645,-1346075.029,1118.933351
14457.54762,513987.803,-1345973.932,1121.444194
14559.02348,513979.0414,-1345872.835,1123.955071
14660.49935,513970.2799,-1345771.739,1126.465913
14761.97521,513961.5184,-1345670.642,1129.512512
14863.45107,513952.7568,-1345569.545,1132.608906
14964.92694,513943.9953,-1345468.448,1135.705244
15066.4028,513935.2338,-1345367.351,1138.801638
15167.87866,513926.4723,-1345266.254,1141.897978
15269.35453,513917.7107,-1345165.157,1145.689834
15370.83039,513908.9492,-1345064.06,1149.554656
15472.30625,513900.1877,-1344962.963,1162.925823
15573.78212,513891.4262,-1344861.866,1166.642822
15675.25798,513882.6646,-1344760.769,1170.359703
15776.73384,513873.9031,-1344659.672,1174.78808
15878.20971,513865.1416,-1344558.576,1179.299892
15979.68557,513856.3801,-1344457.479,1183.811595
16081.16143,513847.6185,-1344356.382,1188.323369
16182.6373,513838.857,-1344255.285,1192.835181
16284.11316,513830.0955,-1344154.188,1197.429929
16385.58902,513821.3339,-1344053.091,1202.035454
16487.06489,513812.5724,-1343951.994,1206.640978
16588.54075,513803.8109,-1343850.897,1219.202808
16690.01661,513795.0494,-1343749.8,1223.713285
16791.49248,513786.2878,-1343648.703,1227.982887
16892.96834,513777.5263,-1343547.606,1232.218096
16994.4442,513768.7648,-1343446.509,1236.453411
17095.92006,513760.0033,-1343345.413,1240.688626
17197.39593,513751.2417,-1343244.316,1244.923841
17298.87179,513742.4802,-1343143.219,1249.078663
17400.34765,513733.7187,-1343042.122,1253.220908
17501.82352,513724.9571,-1342941.025,1257.363159
17603.29938,513716.1956,-1342839.928,1261.50541
17704.77524,513707.4341,-1342738.831,1265.64766
17806.25111,513698.6726,-1342637.734,1280.399534
17907.72697,513689.911,-1342536.637,1285.360342
18009.20283,513681.1495,-1342435.54,1290.321263
18110.6787,513672.388,-1342334.443,1295.282188
18212.15456,513663.6265,-1342233.346,1300.243114
18313.63042,513654.8649,-1342132.25,1304.738717
18415.10629,513646.1034,-1342031.153,1309.149
18516.58215,513637.3419,-1341930.056,1313.55931
18618.05801,513628.5803,-1341828.959,1317.969593
18719.53388,513619.8188,-1341727.862,1322.379876
18821.00974,513611.0573,-1341626.765,1325.26699
18922.4856,513602.2958,-1341525.668,1341.413103
19023.96147,513593.5342,-1341424.571,1344.328133
19125.43733,513584.7727,-1341323.474,1347.243033
19226.91319,513576.0112,-1341222.377,1350.158069
19328.38906,513567.2497,-1341121.28,1351.922273
19429.86492,513558.4881,-1341020.183,1353.442344
19570.45482,513461.5296,-1340918.377,1370.954281
19711.04471,513364.571,-1340816.571,1389.448703
19851.63461,513267.6125,-1340714.764,1408.92543
19992.2245,513170.6539,-1340612.958,1425.908519
20132.8144,513073.6954,-1340511.151,1439.976107
20273.4043,512976.7368,-1340409.345,1454.365998
20413.99419,512879.7783,-1340307.538,1469.078423
20554.58409,512782.8197,-1340205.732,1484.113097
20695.17398,512685.8612,-1340103.925,1496.006318
20835.76388,512588.9026,-1340002.119,1505.1487
20976.35378,512491.9441,-1339900.312,1514.089241
21116.94367,512394.9855,-1339798.506,1524.406164
21257.53357,512298.027,-1339696.699,1529.791482
21398.12347,512201.0684,-1339594.893,1532.817346
21538.71336,512104.1099,-1339493.086,1533.974104
21679.30326,512007.1513,-1339391.28,1531.205309
21819.89315,511910.1928,-1339289.473,1531.740202
21960.48305,511813.2342,-1339187.667,1527.178535
22101.07295,511716.2757,-1339085.86,1520.881328
22241.66284,511619.3171,-1338984.054,1514.479243
22382.25274,511522.3586,-1338882.247,1508.238148
22522.84263,511425.4001,-1338780.441,1501.755271
22663.43253,511328.4415,-1338678.635,1491.66454
22804.02243,511231.483,-1338576.828,1480.398308
22944.61232,511134.5244,-1338475.022,1469.725868
23085.20222,511037.5659,-1338373.215,1460.341689
23225.79212,510940.6073,-1338271.409,1451.271466
23366.38201,510843.6488,-1338169.602,1442.172622
23467.27948,510743.1997,-1338179.104,1447.448578
23568.17696,510642.7506,-1338188.606,1453.150822
23669.07443,510542.3016,-1338198.108,1459.516428
23769.9719,510441.8525,-1338207.61,1478.929387
23870.86937,510341.4035,-1338217.112,1484.904025
23971.76684,510240.9544,-1338226.614,1490.878632
24072.66431,510140.5054,-1338236.116,1497.234634
24173.56179,510040.0563,-1338245.618,1504.238743
24274.45926,509939.6072,-1338255.12,1511.242834
24375.35673,509839.1582,-1338264.622,1518.247076
24476.2542,509738.7091,-1338274.123,1525.251191
24577.15167,509638.2601,-1338283.625,1532.279086
24678.04915,509537.811,-1338293.127,1539.3511
24778.94662,509437.362,-1338302.629,1554.808865
24879.84409,509336.9129,-1338312.131,1561.64852
24980.74156,509236.4638,-1338321.633,1568.488096
25081.63903,509136.0148,-1338331.135,1575.895659
25182.53651,509035.5657,-1338340.637,1584.463599
25283.43398,508935.1167,-1338350.139,1593.031691
25384.33145,508834.6676,-1338359.641,1601.599784
25504.34205,508732.7416,-1338422.994,1617.555816
25624.35265,508630.8157,-1338486.347,1626.449514
25744.36324,508528.8897,-1338549.701,1643.515341
25864.37384,508426.9637,-1338613.054,1660.457179
25984.38444,508325.0377,-1338676.407,1670.153191
26104.39504,508223.1117,-1338739.761,1686.596894
26224.40564,508121.1858,-1338803.114,1701.889938
26344.41623,508019.2598,-1338866.467,1711.525958
26464.42683,507917.3338,-1338929.82,1726.848452
26584.43743,507815.4078,-1338993.174,1736.499684
26704.44803,507713.4819,-1339056.527,1751.866619
26824.45863,507611.5559,-1339119.88,1767.015009
26944.46923,507509.6299,-1339183.234,1775.773854
27064.47982,507407.7039,-1339246.587,1789.846468
27184.49042,507305.7779,-1339309.94,1802.573166
27304.50102,507203.852,-1339373.293,1811.326022
27424.51162,507101.926,-1339436.647,1831.073848
27544.52222,507000,-1339500,1838.426499
