507552.535,-1346650.000,-9999
507652.575,-1346650.000,-9999
507752.615,-1346650.000,-9999
507852.655,-1346650.000,-9999
507952.695,-1346650.000,-9999
508052.735,-1346650.000,-9999
508152.774,-1346650.000,-9999
508252.814,-1346650.000,-9999
508352.854,-1346650.000,-9999
508452.894,-1346650.000,-9999
508552.934,-1346650.000,-9999
508652.974,-1346650.000,-9999
508753.014,-1346650.000,-9999
508853.054,-1346650.000,-9999
508953.094,-1346650.000,-9999
509053.134,-1346650.000,-9999
509153.174,-1346650.000,-9999
509253.214,-1346650.000,-9999
509353.254,-1346650.000,-9999
509453.293,-1346650.000,-9999
509553.333,-1346650.000,-9999
509653.373,-1346650.000,-9999
509753.413,-1346650.000,-9999
509853.453,-1346650.000,-9999
509953.493,-1346650.000,-9999
510053.533,-1346650.000,-9999
510153.573,-1346650.000,-9999
510253.613,-1346650.000,-9999
510353.653,-1346650.000,-9999
510453.693,-1346650.000,-9999
510553.733,-1346650.000,-9999
510653.772,-1346650.000,-9999
510753.812,-1346650.000,-9999
510853.852,-1346650.000,-9999
510953.892,-1346650.000,-9999
511053.932,-1346650.000,-9999
511153.972,-1346650.000,-9999
511254.012,-1346650.000,-9999
511354.052,-1346650.000,-9999
511454.092,-1346650.000,-9999
511554.132,-1346650.000,-9999
511654.172,-1346650.000,-9999
511754.212,-1346650.000,-9999
511854.252,-1346650.000,-9999
511954.291,-1346650.000,-9999
512054.331,-1346650.000,-9999
512154.371,-1346650.000,-9999
512254.411,-1346650.000,-9999
512354.451,-1346650.000,-9999
512454.491,-1346650.000,-9999
512554.531,-1346650.000,-9999
512654.571,-1346650.000,-9999
512754.611,-1346650.000,-9999
512854.651,-1346650.000,-9999
512954.691,-1346650.000,-9999
513054.731,-1346650.000,-9999
513154.770,-1346650.000,-9999
513254.810,-1346650.000,-9999
513354.850,-1346650.000,-9999
513454.890,-1346650.000,-9999
513554.930,-1346650.000,-9999
513654.970,-1346650.000,-9999
513755.010,-1346650.000,-9999
513855.050,-1346650.000,-9999
513955.090,-1346650.000,-9999
514055.130,-1346650.000,-9999
514155.170,-1346650.000,-9999
514255.210,-1346650.000,-9999
514355.250,-1346650.000,-9999
514455.289,-1346650.000,-9999
514555.329,-1346650.000,-9999
514655.369,-1346650.000,-9999
514755.409,-1346650.000,-9999
514855.449,-1346650.000,-9999
514955.489,-1346650.000,-9999
515055.529,-1346650.000,-9999
515155.569,-1346650.000,-9999
515255.609,-1346650.000,-9999
515355.649,-1346650.000,-9999
515455.689,-1346650.000,-9999
515555.729,-1346650.000,-9999
515655.768,-1346650.000,-9999
515755.808,-1346650.000,-9999
515855.848,-1346650.000,-9999
515955.888,-1346650.000,-9999
516055.928,-1346650.000,-9999
516155.968,-1346650.000,-9999
516256.008,-1346650.000,-9999
516356.048,-1346650.000,-9999
516456.088,-1346650.000,-9999
516556.128,-1346650.000,-9999
516656.168,-1346650.000,-9999
516756.208,-1346650.000,-9999
516856.248,-1346650.000,-9999
516956.287,-1346650.000,-9999
517056.327,-1346650.000,-9999
517156.367,-1346650.000,-9999
517256.407,-1346650.000,-9999
517356.447,-1346650.000,-9999
517456.487,-1346650.000,-9999
517556.527,-1346650.000,-9999
517656.567,-1346650.000,-9999
517756.607,-1346650.000,-9999
517856.647,-1346650.000,-9999
517956.687,-1346650.000,-9999
518056.727,-1346650.000,-9999
518156.767,-1346650.000,-9999
518256.806,-1346650.000,-9999
518356.846,-1346650.000,-9999
